result_id,project_idx,feature_code,feature_name,title,summary,full_content,key_points,vector_similarity,chunks_from_announcement,chunks_from_attachments,referenced_attachments,extracted_at
11,23,submission_docs,제출서류,제출서류,"신청서류는 사업자등록증, 법인등기부등본, 최근년도 결산 재무제표, 신규인력 채용 확인서, 외부기술도입비 현물산정 신청서, 가점 및 우대사항 증빙자료 등으로 구성됩니다.","신청서류는 다음과 같습니다: 1) 사업자등록증 또는 법인등기부등본, 2) 최근년도 결산 재무제표, 3) 신규인력 채용(예정) 확인서, 4) 외부기술도입비 현물산정 신청서, 5) 가점 및 우대사항 증빙자료. 접수 마감일까지 유효한 자료에 한하여 인정되며, 추가 제출은 불가합니다.",사업자등록증 및 법인등기부등본 제출|최근년도 결산 재무제표 제출|신규인력 채용 확인서 포함,0.5544326676381892,7,0,,2025-11-13T16:53:31.616584
12,23,proposal,사업계획서,사업계획서 작성 요령 및 양식,"사업계획서는 연구개발 목표, 개발방법, 내용 등을 포함하여 작성해야 하며, 제출 시 연구개발계획서 요약서 및 본문을 포함해야 합니다.","사업계획서는 연구개발 목표, 개발방법, 내용 등을 포함하여 작성해야 하며, 제출 시 연구개발계획서 요약서 및 본문을 포함해야 합니다. 연구개발계획서는 20페이지 이내로 작성해야 하며, 작성분량 초과 시 평가에 불이익이 발생할 수 있습니다.",연구개발 목표 및 개발방법 포함|20페이지 이내로 작성해야 함,0.5365932111684554,7,0,,2025-11-13T16:53:37.841842
13,23,selection_process,선정절차,추진절차 및 과제평가,"선정평가는 서면 및 대면으로 진행되며, 평가위원 수는 2명으로 구성된다. 선정 결과는 60점 이상인 과제 중 종합평점에 따라 확정된다.","선정평가 점수합계 - ( 최고점수 + 최저점수 ) 종합평점 = + 가점 - 감점 평가위원 수 - 2 ☞ 평가, 선정, 협약 일정 등은 신청과제 수 및 사업운영 환경에 따라 일부 조정될 수 있음 * 가‧감점 항목 및 확인방법 등 세부내용은 <참고> 참조 사업공고 신청ᐧ접수 신청자격 검토 선정평가 이의신청* < 평가지표 주요내용> 서면(필요시), 대면 ➡ ➡ ➡ ➡ 중소벤처기업부 주관연구개발기관 전문기관 전문기관 전문기관 구분 평가지표 배점 /온라인 · 기술개발 목표, 내용의 수준, 구체성 및 정부지원필요성 15 기술성 협약, 정부지원 · 기술개발 목표 및 개발방법, 개발기간, 결과의 검증 방법 및 계획의 적정성 20 과제관리 선정결과 통보 최종선정 재평가 (40) 연구개발비 지급 · R&D의 기술적 파급효과 5 주관연구개발기관 전문기관 전문기관 전문기관 중소벤처기업부 /전문기관 (전담부서) · 구체적인 사업화 목표와 전략, 방법, 일정, 변수 대응의 적정성과 기대 효과의 10 사업성 실현 가능성 * 선정평가 결과에 따른 이의신청은 선정을 위한 평가 절차가 종료된 후 1회만 진행 (20) · R&D의 경제적 파급효과 10 ** 서면평가는 신청 과제 수에 따라 생략 가능하며, 필요 시 사전검토 전에 진행 기술개발 · 산재예방 안전장비 및 솔루션 보급계획의 적정성 5 부합성",선정평가는 서면 및 대면으로 진행된다.|60점 이상인 과제 중 종합평점에 따라 지원과제가 확정된다.,0.5586500612731133,7,0,,2025-11-13T16:53:51.660985
14,23,evaluation_criteria,평가기준,추진절차 및 과제평가,"평가 기준은 기술성, 사업성, 부합성 등으로 나뉘며, 총 100점 만점으로 평가된다. 각 항목별 배점이 명시되어 있다.","선정평가 점수합계 - ( 최고점수 + 최저점수 ) 종합평점 = + 가점 - 감점 평가위원 수 - 2 ☞ 평가, 선정, 협약 일정 등은 신청과제 수 및 사업운영 환경에 따라 일부 조정될 수 있음 * 가‧감점 항목 및 확인방법 등 세부내용은 <참고> 참조 사업공고 신청ᐧ접수 신청자격 검토 선정평가 이의신청* < 평가지표 주요내용> 서면(필요시), 대면 ➡ ➡ ➡ ➡ 중소벤처기업부 주관연구개발기관 전문기관 전문기관 전문기관 구분 평가지표 배점 /온라인 · 기술개발 목표, 내용의 수준, 구체성 및 정부지원필요성 15 기술성 협약, 정부지원 · 기술개발 목표 및 개발방법, 개발기간, 결과의 검증 방법 및 계획의 적정성 20 과제관리 선정결과 통보 최종선정 재평가 (40) 연구개발비 지급 · R&D의 기술적 파급효과 5 주관연구개발기관 전문기관 전문기관 전문기관 중소벤처기업부 /전문기관 (전담부서) · 구체적인 사업화 목표와 전략, 방법, 일정, 변수 대응의 적정성과 기대 효과의 10 사업성 실현 가능성 * 선정평가 결과에 따른 이의신청은 선정을 위한 평가 절차가 종료된 후 1회만 진행 (20) · R&D의 경제적 파급효과 10 ** 서면평가는 신청 과제 수에 따라 생략 가능하며, 필요 시 사전검토 전에 진행 기술개발 · 산재예방 안전장비 및 솔루션 보급계획의 적정성 5 부합성","총 100점 만점으로 평가|기술성, 사업성, 부합성 등으로 나뉘어 배점",0.4276556381143716,7,0,,2025-11-13T16:54:02.053608
15,23,evaluation_method,평가방법,추진절차 및 과제평가,"선정평가는 서면 및 대면으로 진행되며, 평가위원 수는 2명으로 구성된다. 평가 항목은 기술성, 사업성, 부합성 등으로 나뉘며, 총 100점 만점으로 평가된다.","선정평가 점수합계 - ( 최고점수 + 최저점수 ) 종합평점 = + 가점 - 감점 평가위원 수 - 2 ☞ 평가, 선정, 협약 일정 등은 신청과제 수 및 사업운영 환경에 따라 일부 조정될 수 있음 * 가‧감점 항목 및 확인방법 등 세부내용은 <참고> 참조 사업공고 신청ᐧ접수 신청자격 검토 선정평가 이의신청* < 평가지표 주요내용> 서면(필요시), 대면 ➡ ➡ ➡ ➡ 중소벤처기업부 주관연구개발기관 전문기관 전문기관 전문기관 구분 평가지표 배점 /온라인 · 기술개발 목표, 내용의 수준, 구체성 및 정부지원필요성 15 기술성 협약, 정부지원 · 기술개발 목표 및 개발방법, 개발기간, 결과의 검증 방법 및 계획의 적정성 20 과제관리 선정결과 통보 최종선정 재평가 (40) 연구개발비 지급 · R&D의 기술적 파급효과 5 주관연구개발기관 전문기관 전문기관 전문기관 중소벤처기업부 /전문기관 (전담부서) · 구체적인 사업화 목표와 전략, 방법, 일정, 변수 대응의 적정성과 기대 효과의 10 사업성 실현 가능성 * 선정평가 결과에 따른 이의신청은 선정을 위한 평가 절차가 종료된 후 1회만 진행 (20) · R&D의 경제적 파급효과 10 ** 서면평가는 신청 과제 수에 따라 생략 가능하며, 필요 시 사전검토 전에 진행 기술개발 · 산재예방 안전장비 및 솔루션 보급계획의 적정성 5 부합성","평가위원 수는 2명으로 구성|총 100점 만점으로 기술성, 사업성, 부합성 등 평가",0.48276184296588853,7,0,,2025-11-13T16:54:14.376022
16,23,related_laws,관련법령,근거 법령 및 관련 규정,"국가연구개발혁신법, 중소기업기술혁신 촉진법 및 동법 시행령, 중소기업기술개발지원사업 운영요령 등 관련 법령을 명시.","◦ 국가연구개발혁신법, 동법 시행령 및 시행규칙, 관련 행정규칙, 사업자등록증 또는 법인등기부등본 국가연구개발 시설장비의 관리 등에 관한 표준 지침 등 ◦ 중소기업 기술혁신 촉진법 및 동법 시행령 ◦ 중소기업기술개발지원사업 운영요령 및 관리지침 ◦ 디지털기반 중소제조 산재예방 기술개발지원사업 관리지침 ◦ 중소기업기술개발사업 기술료 관리 규정",국가연구개발혁신법 및 시행령|중소기업기술혁신 촉진법 및 관련 규정,0.6543334127172148,7,0,,2025-11-13T16:54:20.238837
17,23,related_systems,관련제도,연구개발비 산정기준 (part 1),"본 사업은 3책5공 제도를 적용하며, 연구자가 동시에 수행할 수 있는 연구개발 과제 수를 최대 5개로 제한합니다. 기존 인력 인건비는 현물 계상이 원칙이며, 신규 채용 인건비는 현금으로 계상 가능합니다.","□ (신청제한 및 지원 제외사항) 신청·지원제외 세부사항은 <별첨2> 참고 □ (졸업제 제도 미적용) 본 사업은 졸업제 제도를 적용하지 않는 사업임 □ (기존 인력 인건비) 영리기관 소속 참여연구자의 인건비는 현물 계상이 원칙이며, 참여연구자별 총 인건비 계상률은 월 100% 초과 불가 □ (3책5공 제도 적용) 본 사업은 3책5공 제도를 적용하는 사업임 * 단, ｢중소기업기술개발지원사업 관리지침｣ 9. 연구개발비 산정기준 및 조정. 인건비 ◦ 3책5공 위반인 과제는 선정이 되더라도 협약체결이 중단 될 수 있으며, 협약 이후에도 3책5공 제도 위반 사실이 발견된 경우 협약 해약은 물론 참여제한 등 제재조치 대상이 됨 □ (신규채용 인건비) 연구개발기관이 중소기업인 경우 신규로 채용하는 참여연구자에 대해 인건비를 현금으로 계상 가능 * (3책5공 제도) 연구자가 동시에 수행할 수 있는 연구개발 과제 수를 최대 5개로, 그 중 연구책임자로서 동시에 수행할 수 있는 연구개발 과제 수를 최대 3개로 제한하는 제도(국가연구개발혁신법 제35조제1항, 동법 시행령 제64조제1항) □ (위탁연구개발비) 주관연구개발기관 직접비(현물포함)에서 위탁연구개발비 및 연구개발부담비를 제외한 금액의 40% 이내 계상 가능.","3책5공 제도 적용: 연구자가 동시에 수행할 수 있는 과제 수 최대 5개|기존 인력 인건비는 현물 계상, 신규 채용 인건비는 현금 계상 가능",0.5955460192944192,7,0,,2025-11-13T16:54:30.098978
18,23,notice,유의사항,신청 시 유의사항 및 주의사항,"신청 마감일 내에 접수를 완료하지 못할 경우, 전문기관 평가대상에서 제외되므로 유의해야 합니다.",신청마감일 마감 시간(18시) 내 신청‧접수를 완료하지 못한 경우 제출이 불가하며 전문기관 평가대상에서 제외 처리되므로 유의하여 주시기 바랍니다.,신청 마감일 내 접수 완료 필수|미완료 시 평가대상에서 제외,0.5993385041842919,7,0,,2025-11-13T16:54:36.614755
19,23,contact,문의처,문의처 2점 (part 1),"중소벤처기업부의 기술혁신정책과와 중소기업기술정보진흥원, IRIS 콜센터의 연락처가 포함되어 있습니다.","중소벤처기업부 * 조기완납 기준: 기술료 납부 1~3차년도 납부기한까지 사업총괄 시행계획 공고 (기술혁신정책과) 기술료 상한금액을 완납한 경우 중소기업 통합콜센터 (국번없이) 1357 ｢여성기업법｣ 제2조에 따른 전문기관 주관연구개발기관이 여성기업에 해당하는 경우 1점 (창업성장사업실) 선정평가, 유의사항 등 여성기업확인서 ｢장애인기업활동 촉진법｣ 제2조 범부처통합연구지원시스템(IRIS)을 통한 IRIS 콜센터 주관연구개발기관이 장애인기업에 해당하는 경우 1점 제2호의 각 목을 모두 만족하는 시스템 IRIS 운영단 신청‧접수, 국가연구자번호 발급 등 시스템 관련 문의 (국번없이) 1877-2041",중소벤처기업부 기술혁신정책과|중소기업 통합콜센터: 1357|IRIS 콜센터: 1877-2041,0.6597361954443017,7,0,,2025-11-13T16:54:44.889328
20,23,application_method,신청방법,신청기간 및 신청방법,"신청은 범부처통합연구지원시스템(IRIS)을 통해 온라인으로 접수해야 하며, 회원가입 후 로그인하여 과제접수 메뉴에서 신청공고를 검색하고 정보를 입력해야 합니다.","신청방법 : www.iris.go.kr → 회원가입 → 로그인* → QUICK LINK → R&D업무포털 → 과제접수 → 신청공고 목록에서 ‘디지털기반 중소제조 산재예방’ 검색 후 시스템 내 정보 입력 및 구비서류 등록. * 로그인 이후 기관등록이 필요하며, 기관대표자 및 과제참여자는 ‘국가연구자정보시스템 - 연구자정보 전환동의’를 통해 연구자 번호를 부여받아야 과제신청 가능. 신청서류 : 범부처 통합연구지원시스템을 통해 관련공고 및 양식 확인.",신청은 IRIS 시스템을 통해 온라인으로 진행해야 함.|회원가입 후 로그인하여 과제접수 메뉴에서 신청공고 검색 및 정보 입력 필요.,0.5260851363995642,7,0,,2025-11-13T16:54:51.196121
21,23,submission_office,신청서접수처,신청기간 및 신청방법 (part 1),"신청서 접수는 범부처통합연구지원시스템(IRIS)을 통해 온라인으로 진행되며, 접수 마감일에는 전산폭주로 인해 지연될 수 있으므로 미리 신청 완료해야 함.","신청방법 및 구비서류) 범부처통합연구지원시스템(IRIS) 활용 ◇ 신청방법 : www.iris.go.kr → 회원가입 → 로그인* → QUICK LINK → R&D업무포털 → 과제접수 → 신청공고 목록에서 ‘디지털기반 중소제조 산재예방’ 검색 후 시스템 내 정보 입력 및 구비서류 등록 * 로그인 이후 기관등록이 필요하며, 기관대표자 및 과제참여자는 ‘국가연구자정보시스템 -연구자정보 전환동의’를 통해 연구자 번호를 부여받아야 과제신청 가능 ◇ 신청서류 : 범부처 통합연구지원시스템을 통해 관련공고 및 양식 확인",신청서 접수는 IRIS 시스템을 통해 온라인으로 진행|접수 마감일에는 전산폭주로 인해 지연될 수 있으므로 미리 신청 완료 필요,0.5837608956651887,7,0,,2025-11-13T16:54:56.777385
22,23,self_burden_ratio,자부담비율,자부담 비율 및 조건,"자부담 비율은 75%로 설정되어 있으며, 연구개발비 및 연구개발부담비를 제외한 금액의 40% 이내에서 계상 가능하다.","자부담 비율은 75%로 설정되어 있으며, 연구개발비 및 연구개발부담비를 제외한 금액의 40% 이내에서 계상 가능하다.",자부담 비율: 75%|연구개발비의 40% 이내 계상 가능,0.5177799218319785,7,0,,2025-11-13T16:55:00.649733
23,23,budget_usage,사업비사용,연구개발비 산정기준 (part 1),"본 사업은 3책5공 제도를 적용하며, 기존 인력 인건비는 현물 계상이 원칙이다. 신규 채용 인건비는 현금으로 계상 가능하며, 위탁연구개발비는 주관연구개발기관 직접비에서 40% 이내로 계상할 수 있다.","□ (신청제한 및 지원 제외사항) 신청·지원제외 세부사항은 <별첨2> 참고 □ (졸업제 제도 미적용) 본 사업은 졸업제 제도를 적용하지 않는 사업임 □ (기존 인력 인건비) 영리기관 소속 참여연구자의 인건비는 현물 계상이 원칙이며, 참여연구자별 총 인건비 계상률은 월 100% 초과 불가 □ (3책5공 제도 적용) 본 사업은 3책5공 제도를 적용하는 사업임 * 단, ｢중소기업기술개발지원사업 관리지침｣ 9. 연구개발비 산정기준 및 조정. 인건비 ◦ 3책5공 위반인 과제는 선정이 되더라도 협약체결이 중단 될 수 있으며, 협약 이후에도 3책5공 제도 위반 사실이 발견된 경우 협약 해약은 물론 참여제한 등 제재조치 대상이 됨 □ (신규채용 인건비) 연구개발기관이 중소기업인 경우 신규로 채용하는 참여연구자에 대해 인건비를 현금으로 계상 가능 * (3책5공 제도) 연구자가 동시에 수행할 수 있는 연구개발 과제 수를 최대 5개로, 그 중 연구책임자로서 동시에 수행할 수 있는 연구개발 과제 수를 최대 3개로 제한하는 제도(국가연구개발혁신법 제35조제1항, 동법 시행령 제64조제1항) □ (위탁연구개발비) 주관연구개발기관 직접비(현물포함)에서 위탁연구개발비 및 연구개발부담비를 제외한 금액의 40% 이내 계상 가능",기존 인력 인건비는 현물 계상이 원칙|신규 채용 인건비는 현금으로 계상 가능|위탁연구개발비는 40% 이내로 계상 가능,0.5260936552799527,7,0,,2025-11-13T16:55:14.106185
24,23,rd_objective,연구개발목표,기술개발 목표 및 개발방법,"산재예방 안전장비 및 솔루션 보급을 위한 기술개발 목표와 방법을 설정하고, 구체적인 사업화 목표 및 전략을 수립하는 것이 핵심입니다.","기술개발 목표 및 개발방법, 개발기간, 결과의 검증 방법 및 계획의 적정성을 평가합니다. 또한, R&D의 기술적 및 경제적 파급효과를 고려하여 산재예방 안전장비 및 솔루션 보급계획의 적정성을 검토합니다.",산재예방 안전장비 및 솔루션 보급|구체적인 사업화 목표 및 전략 수립,0.4620421189108874,7,0,,2025-11-13T16:55:18.731632
25,23,agreement,협약체결,협약체결 및 연구개발비 지급,최종 확정된 지원과제의 주관연구개발기관은 전문기관과 협약을 체결하고 전문기관에서 지급한 연구개발비를 활용하여 연구개발 수행.,"□ 지원과제 확정 □ 사전검토 ◦ 선정(대면)평가 결과 60점 이상 과제 중 종합평점에 따라 중소 벤처기업부에서 지원예산 규모를 고려하여 지원과제 확정 ◦ 연구개발기관이 과제신청 시 범부처통합연구지원시스템(IRIS)에 입력한 정보 및 신청서류를 토대로 검토하며, 지원 제외사항 등 □ 협약체결 및 연구개발비 지급 결격사유 확인 ◦ 최종 확정된 지원과제의 주관연구개발기관은 전문기관과 협약을 체결하고 전문기관에서 지급한 연구개발비를 활용하여 연구개발 수행.",주관연구개발기관은 전문기관과 협약 체결|전문기관에서 지급한 연구개발비를 활용하여 연구개발 수행,0.6614884185172306,7,0,,2025-11-13T16:55:29.021256
26,23,project_management,사업관리,추진절차 및 과제평가,"사업의 평가 및 선정 절차에 대한 구체적인 내용과 평가 기준을 제시하며, 서면 및 대면 평가를 통해 과제를 선정하고 연구개발비를 지급하는 절차를 설명합니다.","선정평가 점수합계 - ( 최고점수 + 최저점수 ) 종합평점 = + 가점 - 감점 평가위원 수 - 2 ☞ 평가, 선정, 협약 일정 등은 신청과제 수 및 사업운영 환경에 따라 일부 조정될 수 있음 * 가‧감점 항목 및 확인방법 등 세부내용은 <참고> 참조 사업공고 신청ᐧ접수 신청자격 검토 선정평가 이의신청* < 평가지표 주요내용> 서면(필요시), 대면 ➡ ➡ ➡ ➡ 중소벤처기업부 주관연구개발기관 전문기관 전문기관 전문기관 구분 평가지표 배점 /온라인  · 기술개발 목표, 내용의 수준, 구체성 및 정부지원필요성 15 기술성 협약, 정부지원 · 기술개발 목표 및 개발방법, 개발기간, 결과의 검증 방법 및 계획의 적정성 20 과제관리 선정결과 통보 최종선정 재평가 (40) 연구개발비 지급     · R&D의 기술적 파급효과 5 주관연구개발기관 전문기관 전문기관 전문기관 중소벤처기업부 /전문기관 (전담부서) · 구체적인 사업화 목표와 전략, 방법, 일정, 변수 대응의 적정성과 기대 효과의 10 사업성 실현 가능성 * 선정평가 결과에 따른 이의신청은 선정을 위한 평가 절차가 종료된 후 1회만 진행 (20) · R&D의 경제적 파급효과 10 ** 서면평가는 신청 과제 수에 따라 생략 가능하며, 필요 시 사전검토 전에 진행 기술개발 · 산재예방 안전장비 및 솔루션 보급계획의 적정성 5 부합성",사업의 평가 및 선정 절차 설명|서면 및 대면 평가를 통한 과제 선정,0.5673553758927243,7,0,,2025-11-13T16:55:40.410656
